id_video,fecha_recuperacion,fecha_publicacion,reproducciones,nombre_usuario,titulo,etiquetas,url_video,url_perfil
7366421968154905861,2024-12-02 17:16:01.879603,5-7,1.2M,migu2antaurco,Andrés Calamaro - Loco ,#spotify #MúsicaArgentina #RockLatino #AndrésCalamaro #Cantautores #CulturaMusical #LetrasdeCanciones #PoetasdelRock #MúsicaenEspañol #IconosMusicales #CancionesEmblemáticas #IntérpretesLatinoamericanos #MelodíasAtemporales #PasiónMusical #CompositoresLegendarios #ArtistasdeSiempre #ExpresiónArtística #RitmosLatinoamericanos #PasiónporlaMúsica #LetrasPoderosas #RitmosEnvolventes ,https://www.tiktok.com/@migu2antaurco/video/7366421968154905861,https://www.tiktok.com/@migu2antaurco
7151310208642452738,2024-12-02 17:16:01.891638,2022-10-6,797.6K,_ryojiro, ,#spotify #エンジニア #アプリ #音楽 ,https://www.tiktok.com/@_ryojiro/video/7151310208642452738,https://www.tiktok.com/@_ryojiro
7439859216724266296,2024-12-02 17:16:01.904896,11-21,207K,pinkiepwns, ,#CapCut #spotify #wrapped #fyp #sabrinacarpenter #chappellroan #stats #onedirection #tiktokponemeenparati #idk #melaniemartinez #shortnsweet ,https://www.tiktok.com/@pinkiepwns/video/7439859216724266296,https://www.tiktok.com/@pinkiepwns
7137014756535307526,2024-12-02 17:16:01.915885,2022-8-28,5M,spotifyequalizer_0,TUTORIAL <3,NaN,https://www.tiktok.com/@spotifyequalizer_0/video/7137014756535307526,https://www.tiktok.com/@spotifyequalizer_0
7297574085297458439,2024-12-02 17:16:01.926898,2023-11-4,75.5K,music_news_cr5,最後にイコライザーの設定方法を紹介しております！😙⭐️⭐️ ,#洋楽 #洋楽好き #spotify #スポティファイ #スポティファイしか勝たん ,https://www.tiktok.com/@music_news_cr5/video/7297574085297458439,https://www.tiktok.com/@music_news_cr5
7053939378581818630,2024-12-02 17:16:01.937886,2022-1-16,528.2K,sorentic,Responder a ,@shinobukocho19384 ,https://www.tiktok.com/@sorentic/video/7053939378581818630,https://www.tiktok.com/@sorentic
7246700016243330310,2024-12-02 17:16:01.947657,2023-6-20,7M,sijamban_1,Membalas ,@reii @ai #snake #theguyfromfortnite #spotify ,https://www.tiktok.com/@sijamban_1/video/7246700016243330310,https://www.tiktok.com/@sijamban_1
7397877107809979654,2024-12-02 17:16:01.964164,7-31,11.4K,upsouthpark,AHHH YA TENGO SPOTIFY PREMIUM 🙂‍↔️😭 ,#KENIAOS #keniaostupatrona #spotifywrapped #spotifydhoomdhaam #spotify #spotifyonlyyou #noflop #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati #parati ,https://www.tiktok.com/@upsouthpark/video/7397877107809979654,https://www.tiktok.com/@upsouthpark
7325544292338928902,2024-12-02 17:16:01.977165,1-18,606.8K,sh1nny_eyes,ME APARECE CUALQUIER CANCIÓN MENOS LA QUE QUIERO 😭😭😭😭 ,#cute #flower #text ,https://www.tiktok.com/@sh1nny_eyes/video/7325544292338928902,https://www.tiktok.com/@sh1nny_eyes
7034275599317323014,2024-12-02 17:16:01.988164,2021-11-24,497.1K,venyileon,perdón por la calidad ,#spotify #tutorial #tarjeta #edit #venyileon #musica ,https://www.tiktok.com/@venyileon/video/7034275599317323014,https://www.tiktok.com/@venyileon
7443825522833952033,2024-12-02 17:16:02.001164,Hace 8 h,18.1K,jesusitoshiny,Asi podrás ver por ADELANTADO tu esperado resumen anual de Spotify (Spotify Wrapped) 🙌👏✨🫶👈 Mis artistas mas escuchados fueron ,@GOA @yyy891 @Lil Peep #spotifywrapped #spotify #musica #fyp #lifehacks #applemusic #youtubemusic ,https://www.tiktok.com/@jesusitoshiny/video/7443825522833952033,https://www.tiktok.com/@jesusitoshiny
7310551238028905729,2024-12-02 17:16:02.014165,2023-12-9,35.8K,minhtuanmobile.official,Tính năng ẩn khi nghe nhạc  ,#Minhtuanmobile #fyp #xuhuong #yeucongnghe #thanhcongnghe #meohay #meoiphone #spotify ,https://www.tiktok.com/@minhtuanmobile.official/video/7310551238028905729,https://www.tiktok.com/@minhtuanmobile.official
6972676576492276998,2024-12-02 17:16:02.026164,2021-6-11,1.2M,victordelarosa812,spotify ,#android #ios ,https://www.tiktok.com/@victordelarosa812/video/6972676576492276998,https://www.tiktok.com/@victordelarosa812
7418315763389304069,2024-12-02 17:16:02.038082,9-24,550.7K,miuicustom0002,Nome do App :Youtify ,#music #app #songs #aplicativo #musica #spotify #xiaomi #miui #hyperos #redmi #viral #tiktok ,https://www.tiktok.com/@miuicustom0002/video/7418315763389304069,https://www.tiktok.com/@miuicustom0002
7280447008983239942,2024-12-02 17:16:02.049327,2023-9-19,7.3M,dn_soundzz,Young Dumb & Broke - Khalid ,#lyrics #spotify #lyricsvideo #fyp ,https://www.tiktok.com/@dn_soundzz/video/7280447008983239942,https://www.tiktok.com/@dn_soundzz
7303550378778479877,2024-12-02 17:16:02.061324,2023-11-20,4.3M,fannnlyrics, ,#hivi #remaja #fulllyrics #spotify #music #playlist #foryou #fypシ ,https://www.tiktok.com/@fannnlyrics/video/7303550378778479877,https://www.tiktok.com/@fannnlyrics
7289152474508758277,2024-12-02 17:16:02.072309,2023-10-12,18.8M,music_spo1ify,Как вам такой формат видео?    . . эта и другие песни уже в тгк ,#spotify #музыка #спотифай #трек #sptf ,https://www.tiktok.com/@music_spo1ify/video/7289152474508758277,https://www.tiktok.com/@music_spo1ify
7238748044403936518,2024-12-02 17:16:02.083299,2023-5-29,4.6M,deiv_rivera,Que otra app de música conoces? Te leo 🤗!!! ,#deivapps #appsmusica #musicagratis #appsrecomendadas #appsandroid #appsiphone ,https://www.tiktok.com/@deiv_rivera/video/7238748044403936518,https://www.tiktok.com/@deiv_rivera
7443893833571585336,2024-12-02 17:16:02.096259,Hace 4 h,255,_zamcg,Oki ,#fypシ #parati #spotifywrapped #spotify ,https://www.tiktok.com/@_zamcg/video/7443893833571585336,https://www.tiktok.com/@_zamcg
7306954410440101126,2024-12-02 17:16:02.108258,2023-11-29,1337,cillibalerinn,Sadece bende mi bozuldu?? ,#Adios2023 #fypシ #kesfetteyiz #yagizaasigimdiyincekesfetoluyormuş #eylem #spotify ,https://www.tiktok.com/@cillibalerinn/video/7306954410440101126,https://www.tiktok.com/@cillibalerinn
7323738291373640965,2024-12-02 17:16:02.118583,1-13,1.5M,tech_franco,Mejor alternativa 🫡 ,#aprendeentiktok #techfranco #parati #fyp ,https://www.tiktok.com/@tech_franco/video/7323738291373640965,https://www.tiktok.com/@tech_franco
7440050256911289607,2024-12-02 17:16:02.130929,11-22,3.8M,oooooomerr_,I Love You🎶 by: Céline Dion ,#iloveyou #celinedion #lyrics #spotify #kantakamuna🎤🎶 #oooooomerr_ #fyp ,https://www.tiktok.com/@oooooomerr_/video/7440050256911289607,https://www.tiktok.com/@oooooomerr_
7334859999962762502,2024-12-02 17:16:02.141929,2-12,756.2K,lucagusso,El mayor error de spotify ,#spotify #spotifywrapped #badbunny #musica #music #artistas #artista #lucagusso ,https://www.tiktok.com/@lucagusso/video/7334859999962762502,https://www.tiktok.com/@lucagusso
6932592251109428485,2024-12-02 17:16:02.153932,2021-2-23,638.3K,lauratuttman,spotify hack que pode te ajudar demais!!! // ig:lauratuttman ,#fy #viral #tiktok #dicas #tips #spotify ,https://www.tiktok.com/@lauratuttman/video/6932592251109428485,https://www.tiktok.com/@lauratuttman
7442312709254696214,2024-12-02 17:16:02.165689,Hace 4 día(s),358.3K,smartworld.it,Bloccato l’APK di Spotify craccato ,#spotify #app #tech ,https://www.tiktok.com/@smartworld.it/video/7442312709254696214,https://www.tiktok.com/@smartworld.it
7052538074953157894,2024-12-02 17:16:02.176680,2022-1-12,261.5K,geva_tech,Reply to ,@cami_bmb #viral #iphonetricks #gevatech #tecnologia ,https://www.tiktok.com/@geva_tech/video/7052538074953157894,https://www.tiktok.com/@geva_tech
7310139099275463937,2024-12-02 17:16:02.188685,2023-12-8,133.7K,makepon_tiktok,音楽アプリ最強決定！AppleMusic派?Spotify派?勝敗はコメント欄で教えて！【ディベート】#shinker #AppleMusic #Spotify #Music #podcast #ベンチャー企業 #fpy  音質で選ぶなら断然〇〇！？,NaN,https://www.tiktok.com/@makepon_tiktok/video/7310139099275463937,https://www.tiktok.com/@makepon_tiktok
7377862127215775008,2024-12-02 17:16:02.201324,6-7,2.3M,alcarazmusic, ,#ozuna #cosculluela #arcangel #meamameodia #ponmeenparati #dedicar #spotify #rolitas #estadosparawhatsapp #temazo ,https://www.tiktok.com/@alcarazmusic/video/7377862127215775008,https://www.tiktok.com/@alcarazmusic
7411774609940335877,2024-12-02 17:16:02.215324,9-6,834.7K,belle_143muah,My fav apps 🫣😍❤️ ,#fyp #fyppppppppppppppppppppppp #foryoupage #foryou #viral #goviral #xyzcba #tiktok #cai #youtube #spotify #chai #pinterest #edit ,https://www.tiktok.com/@belle_143muah/video/7411774609940335877,https://www.tiktok.com/@belle_143muah
7161056465602612482,2024-12-02 17:16:02.227309,2022-11-1,1.2M,saad.khtib,‎حركات مخفيه في سبوتيفاي 🤫 | Spotify  Easteregg . . ,#eastereggs #spotify ,https://www.tiktok.com/@saad.khtib/video/7161056465602612482,https://www.tiktok.com/@saad.khtib
7269370532540337409,2024-12-02 17:16:02.237854,2023-8-20,561,hznim_5, ,#kmk #sc015 #assignment #spotify ,https://www.tiktok.com/@hznim_5/video/7269370532540337409,https://www.tiktok.com/@hznim_5
7131151822269500677,2024-12-02 17:16:02.248855,2022-8-12,2.8M,marketingconmelissa,Descuento para estudiantes en SPOTIFY🎶🎧  Música casi gratis con este hack! Para más tips de Marketing ➡️ ☑️  ,#spotify ,https://www.tiktok.com/@marketingconmelissa/video/7131151822269500677,https://www.tiktok.com/@marketingconmelissa
7274888652872895749,2024-12-02 17:16:02.259599,2023-9-4,722.1K,obrolanit,Yuk dengerin musik gratis di sprotify premium 🥰 ,#tipsandtricks #kedirilagi #laptopkediri #musikindonesiadispotify #InMyBubbleWithBaseus ,https://www.tiktok.com/@obrolanit/video/7274888652872895749,https://www.tiktok.com/@obrolanit
7440544797506505992,2024-12-02 17:16:02.271586,11-23,985.1K,spotifyspeed.tr,Harun kolçak-Gir kanıma ,#harunkolçak #girkanıma #spotify #music #şarkı ,https://www.tiktok.com/@spotifyspeed.tr/video/7440544797506505992,https://www.tiktok.com/@spotifyspeed.tr
7379696832890293510,2024-12-02 17:16:02.283523,6-12,978.7K,isa_marcial,Spotify por fin tendrá audio lossless ,#celulares #smartphones #smartwatch #android #ios #tecnologia #isamarcial #review #unboxing #elrecuento #noticias #spotify #lossless ,https://www.tiktok.com/@isa_marcial/video/7379696832890293510,https://www.tiktok.com/@isa_marcial
7009355067430128902,2024-12-02 17:16:02.295530,2021-9-18,376.1K,yususita,Venga amiguitos seguro que tenéis un hack d esos guays 🥵,NaN,https://www.tiktok.com/@yususita/video/7009355067430128902,https://www.tiktok.com/@yususita
7396808299192077573,2024-12-02 17:16:02.306058,7-28,17.6K,urbancasesarg,Ustedes ya lo tienen disponible? ,#parati #ia #spotify #musica #longervideo #actualizacion #iphone16 #novedad #fyp #dj ,https://www.tiktok.com/@urbancasesarg/video/7396808299192077573,https://www.tiktok.com/@urbancasesarg
7309179500850384133,2024-12-02 17:16:02.319061,2023-12-10,889.5K,unitel.bo,Spotify anuncia que dejará de funcionar en un país de Latinoamérica ,#Spoty #Música #Latam #Latinoamérica #Sudamérica #Noticias #Unitel #TikTokInforma ,https://www.tiktok.com/@unitel.bo/video/7309179500850384133,https://www.tiktok.com/@unitel.bo
7218783991275506970,2024-12-02 17:16:02.332061,2023-4-5,10.2M,spotifycom.ph,"🎧🔥""All I Ever Need"" ",@Austin Mahone #spotify #music #trending #austinmahone? #allieverneedaustinmahone #viralsong❤️❤️keepsupporting❤️❤️ ,https://www.tiktok.com/@spotifycom.ph/video/7218783991275506970,https://www.tiktok.com/@spotifycom.ph
7350950703961050400,2024-12-02 17:16:02.343330,3-27,1.6M,lyrics.temazoss,y a subir fotos contigo..🥹🫶🏼 ,#deiv #trending #parati #lyrics #viral #fyp #spotify #letrasdecanciones ,https://www.tiktok.com/@lyrics.temazoss/video/7350950703961050400,https://www.tiktok.com/@lyrics.temazoss
7441325498602425655,2024-12-02 17:16:02.355318,Hace 1 semana(s),38.9K,sunshinebae_,"derrubaro, derrubaro o spotify apk mod premium crackeado.                                                                                                                                 . . . . . . ",#spotify #apk #arianagrande #sometimes #dangerouswoman #fyp #fy #viral #arianators ,https://www.tiktok.com/@sunshinebae_/video/7441325498602425655,https://www.tiktok.com/@sunshinebae_
7172310431913004293,2024-12-02 17:16:02.366318,2022-12-1,262.1K,hancess01,Respuesta a ,@Yes I viewed your page #spotify2022 #arianagrande #tutorial ,https://www.tiktok.com/@hancess01/video/7172310431913004293,https://www.tiktok.com/@hancess01
7323741998253427974,2024-12-02 17:16:02.377322,1-13,6.1M,brautech7,Escucha musica sin conexión a internet en tu iPhone con la aplicación Muzoff ,#apps #appsparaiphone #iphone15 #iphonetricks #ios17 #trucosparacelular ,https://www.tiktok.com/@brautech7/video/7323741998253427974,https://www.tiktok.com/@brautech7
7046503875242675457,2024-12-02 17:16:02.389732,2021-12-27,523.1K,cantutorials,How to have smooth transitions between songs on Spotify✅ Enjoy🎼 ,#fyp #hiddenfeature #transition #spotify #howto #hack ,https://www.tiktok.com/@cantutorials/video/7046503875242675457,https://www.tiktok.com/@cantutorials
7443791005888941344,2024-12-02 17:16:02.400721,Hace 10 h,278,oreiana,17 de diciembre caigo en tu juego 💥💥💥💥💥 follow oreiana en spotify para enterarte antes que nadie y que nadie te lo cuente. ,#fyp #pop #spotify #lanzamiento ,https://www.tiktok.com/@oreiana/video/7443791005888941344,https://www.tiktok.com/@oreiana
7443905723697810743,2024-12-02 17:16:02.411723,Hace 3 h,1315,ari_alcb,Apúrale papito ,#spotifywrapped #spotify ,https://www.tiktok.com/@ari_alcb/video/7443905723697810743,https://www.tiktok.com/@ari_alcb
7327861383733824773,2024-12-02 17:16:02.423724,1-24,275.5K,ruidotornasol,Respuesta a ,@Oscar Del Valle Torr #musica #spotify #applemusic #playlist #tidal #apple #streaming ,https://www.tiktok.com/@ruidotornasol/video/7327861383733824773,https://www.tiktok.com/@ruidotornasol
7443847439938800951,2024-12-02 17:16:02.435286,Hace 7 h,885,lenooooi,Como subir tus listeners en Spotify  ,#artistaindependiente #spotify #creaciondecontenido ,https://www.tiktok.com/@lenooooi/video/7443847439938800951,https://www.tiktok.com/@lenooooi
7375211390702767366,2024-12-02 17:16:02.446284,5-31,21.5K,said._burelo.2, ,#pinchetiktokponmeenparati #fypシ #pinchetiktokponmeenparati #viral #viraltiktok @Spotify ,https://www.tiktok.com/@said._burelo.2/video/7375211390702767366,https://www.tiktok.com/@said._burelo.2
7313170144128290053,2024-12-02 17:16:02.457284,2023-12-16,187.5K,faelproducer,Sua música no Spotify! ,#DistroKid #spotify ,https://www.tiktok.com/@faelproducer/video/7313170144128290053,https://www.tiktok.com/@faelproducer
7376309485016583429,2024-12-02 17:16:02.468550,6-3,4.5M,geonex_nr,es shiny no entres xfa ,#fyp #spotify #artistasdetiktok #trap #pluggnb #artistaindependiente ,https://www.tiktok.com/@geonex_nr/video/7376309485016583429,https://www.tiktok.com/@geonex_nr
7441679951767620886,2024-12-02 17:16:02.479551,Hace 6 día(s),7641,thesmartdeals,Chopper spotify premium gratos ,#astuce #astuces #bonplan ,https://www.tiktok.com/@thesmartdeals/video/7441679951767620886,https://www.tiktok.com/@thesmartdeals
7443934697291337002,2024-12-02 17:16:02.490274,Hace 1 h,667,goodweirdgal,‘Shuffle’ hate to see me coming 🤭 ,#spotify #spotifywrapped #aux #eclectic #different #musictaste ,https://www.tiktok.com/@goodweirdgal/video/7443934697291337002,https://www.tiktok.com/@goodweirdgal
7350409751982836997,2024-12-02 17:16:02.502277,3-25,3.5M,ibox_store0,Quien mas aun isa Spotify teniendo Iphone 😝,#escucharmusica #musicaiphone #tipsandtricks #trucosdeiphone #spotify #aplicacionparamusica #iphone #fyp #celular #viral #iphon ,https://www.tiktok.com/@ibox_store0/video/7350409751982836997,https://www.tiktok.com/@ibox_store0
7217679356687043845,2024-12-02 17:16:02.515767,2023-4-2,743.2K,_.jazyukz._, ,@Аnokhina Liza @charli d’amelio #mispatronas🛐 ,https://www.tiktok.com/@_.jazyukz._/video/7217679356687043845,https://www.tiktok.com/@_.jazyukz._
